user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
Infinite02me,भारत,Twitter for Android,,2022-08-17 03:29:58,False,106,"Every Sanatani must boycott such hypocrits,stains of India #BoycottbollywoodForever",1,False
harshsh433116,,Twitter for Android,,2022-08-17 03:29:37,False,603,"Good evening☺🌹

JusticeSystem Respond 2SSRCase
#BoycottbollywoodForever https://t.co/C0OY52ayYk",5,False
harshsh433116,,Twitter for Android,,2022-08-17 03:29:21,False,603,"Ok ... here we go again 😅

Do your thing friends 🥳

#BoycottbollywoodForever #BoycottPathanMovie 

 https://t.co/K5YvXzdiSw",0,False
chandan8559,India,Twitter for Android,,2022-08-17 03:28:53,False,72,"Its like threatening consumer when consumer has already lots of options for the movies in market(tollywood, Hollywo… https://t.co/xL6LKDNgo0",3,False
keesain99,🇺🇸,Twitter for iPhone,,2022-08-17 03:28:34,False,390,"What Stopping CBI InSSRCase 

#BoycottPathanMovie
#BoycottbollywoodForever 

After Laal Singh Bollywood thinks SRK… https://t.co/2eve7eZNVc",75,False
Suren_Para,,Twitter for Android,,2022-08-17 03:28:33,False,388,"Watch- Taapsee &amp; Anurag are mocking the #BoycottBollywood movement

Next lesson to be taught is to them

(Vid uploa… https://t.co/9YFThxnc1k",7,False
manmita505,,Twitter Web App,,2022-08-17 03:28:33,False,56,"@Dheeru2405 #BoycottbollywoodForever
Let's Boycott Liger too it is produced by Karan Johar.",2,False
ShivaYadrami,"Minnesota, USA",Twitter Web App,,2022-08-17 03:28:23,False,267,@GabbbarSingh . they are bloody entertainers for us. We throw money and they entertain us the way we like. In-fact… https://t.co/7tJH4HOtIT,1,False
nayankumar183,"Bengaluru, India",Twitter Web App,,2022-08-17 03:27:31,False,298,"@GabbbarSingh See, Who is Talking! 
Not a single Hit film from Him, Showing his arrogance! 
Even Decade experience… https://t.co/lLCWhao2cn",1,False
nayankumar183,"Bengaluru, India",Twitter Web App,,2022-08-17 03:27:15,False,298,"@_B_H_K See, Who is Talking! 
Not a single Hit film from Him, Showing his arrogance! 
Even Decade experience Actors… https://t.co/1jwTTL5Bxv",0,False
mountain21love,,Twitter for iPhone,,2022-08-17 03:26:23,False,41,"Why is Arjun Kapoor angry??
Even if we don’t boycott than also his movies are going to get flop
And listen nepo kid… https://t.co/RWUhEMva9L",2,False
Dubeymala1,"New Delhi, India",Twitter for Android,,2022-08-17 03:26:06,False,35,"People ask me, what will happen by boycotting movies? 
Have you heard of soft power and pilling subconscious mind?… https://t.co/j0szFA0D8R",1,False
biharipandir,,Twitter for Android,,2022-08-17 03:25:33,False,31,"#BoycottVikramVedha
#BoycottVikramVedha
Boycott CopyWood Forever

#BoycottPathanMovie 
#BoycottBrahmastra… https://t.co/fUnjSA8gIH",0,False
JustAshees,"Bengaluru, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='022589ff1f8fd173', url='https://api.twitter.com/1.1/geo/id/022589ff1f8fd173.json', place_type='city', name='Brahmapur', full_name='Brahmapur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[84.35093, 18.983882], [84.916407, 18.983882], [84.916407, 19.429849], [84.35093, 19.429849]]]), attributes={})",2022-08-17 03:25:26,True,581,"@anuragkashyap72 have you seen #Karthikeya2 ? Or are you broke after paying GST on paneer, aagar paise nahi hai to… https://t.co/oTpEjnHOMM",1,False
DeveshP16605581,"New Delhi, India",Twitter for Android,,2022-08-17 03:24:13,False,71,"#BoycottbollywoodForever
  How is the Josh friend's??? 
#BoycottPathanMovie 
#BoycottTiger3 https://t.co/ZIzJUTher7",1,False
tribal61889841,"Gurgaon, India",Twitter for Android,,2022-08-17 03:24:04,False,155,@BesuraTaansane I used to be a huge fan of #kashaykumar but saw his opportunistic and hypocrite behavior so finally… https://t.co/a5kYz7FyTH,0,False
confusion10101,,Twitter for iPhone,,2022-08-17 03:23:55,False,4,"@SRKCHENNAIFC Haha .. so where was this Bollywood during zero, dilwale, etc. 😂😂😂😂 
#BoycottPathanMovie… https://t.co/Zs6jotUOPn",1,False
nayankumar183,"Bengaluru, India",Twitter Web App,,2022-08-17 03:23:51,False,298,"@haage_summane See, Who is Talking! 
Not a single Hit film from Him, Showing his arrogance! 
Even Decade experience… https://t.co/xAqIibWNym",1,False
IndiraR36456739,,Twitter for Android,,2022-08-17 03:23:19,False,32,"Good morning everyone🌹🌹

#JusticeForSushantISinghRajput 
#BoycottbollywoodForever 

What Stopping CBI InSSRCase https://t.co/u3cbjHILuq",25,False
sanatani_arya07,"Katihar, India",Twitter for Android,,2022-08-17 03:23:16,False,119,This #BoycottbollywoodForever should continue forever until they get a lesson... https://t.co/P1Aw968Z1l,1,False
YashNag56617030,The Republic of Bharat,Twitter for Android,,2022-08-17 03:22:33,False,177,"@BesuraTaansane @suesproject Time to teach him lesson too #BoycottbollywoodForever more as urduwood,i suggest publi… https://t.co/YiVZqJF1dh",1,False
naveen_rana_,"New Delhi, India",Twitter for Android,,2022-08-17 03:21:24,True,460,"@Sam71410650 @varunkapurz @arjunk26 Well said.
Karma must have a fair policy.
Full Bollywood near to be closed soon… https://t.co/J9xKxlVfpp",3,False
smrutipradhan93,,Twitter for iPhone,,2022-08-17 03:21:22,False,146,"Arjun Kapoor’s confidence of ppl liking his films &gt;&gt;&gt;&gt;&gt; Majnu Bhai’s confidence of being a good painter.

GUTS!… https://t.co/gEK6Qtl4nS",0,False
DeveshP16605581,"New Delhi, India",Twitter for Android,,2022-08-17 03:21:13,False,71,"#BoycottbollywoodForever
#BoycottBrahmastra 
#BoycottVikramVedha 
#BoycottPathanMovie 
#BoycottLalSinghChaddha… https://t.co/tSRe5lYbJm",1,False
ext_san,,Twitter Web App,,2022-08-17 03:21:02,False,303,"@Tushar_KN NEXT TREND ALERT - 
#BoycottBollywoodSponsoringBrands

Arjun Kapoor is angry with the boycott culture an… https://t.co/RUcHH4k2mI",1,False
DipeshS41927925,,Twitter for Android,,2022-08-17 03:20:05,True,575,@realumarriaz This is not right to stand against someone who had disrespected someone's religion. If someone disres… https://t.co/6CzKyfFbcZ,1,False
The_Goan_Guy,"Goa, India",Twitter for Android,,2022-08-17 03:19:52,False,221,#BoycottbollywoodForever #BoycottPathanMovie #boycottKapoors should trend https://t.co/CdMLJrR2K5,1,False
Anjukumarmma,,Twitter for Android,,2022-08-17 03:18:30,False,204,"#BoycottbollywoodForever
#BoycottPathanMovie #BoycottbollywoodForever #BoycottBollywood #BoycottBrahmastra… https://t.co/j8CkGKIbAO",4,False
megamindin8,,Twitter for Android,,2022-08-17 03:18:19,False,56,"@BhallaArshiya Kitne paise mile iss tweet k.
By the way.. jo bolna hai bolo..
We r fed up with bollywood &amp; their an… https://t.co/rqKYBKNuAm",2,False
ext_san,,Twitter Web App,,2022-08-17 03:18:02,False,303,"@htshowbiz NEXT TREND ALERT - 
#BoycottBollywoodSponsoringBrands

Arjun Kapoor is angry with the boycott culture an… https://t.co/fy2xIoMpXd",4,False
BVIndia1,,Twitter for iPhone,,2022-08-17 03:17:51,False,147,Highest grossing Indian Films #BoycottbollywoodForever #BoycottBollywood https://t.co/SAGfTehlYy,0,False
aravinthsri82,,Twitter Web App,,2022-08-17 03:17:06,False,496,"@rvaidya2000 In fact we should #BoycottbollywoodForever on all platforms OTT, Theatre, Satellite.

We should not ev… https://t.co/iLOcjQsdC9",0,False
Sky24D,,Twitter for Android,,2022-08-17 03:16:12,False,19,"#BoycottbollywoodForever
#BoycottPathanMovie
#BoycottLiger 
This is not a telugu film.
It is a hindi film and produ… https://t.co/RUnO7LkhGo",5,False
ext_san,,Twitter Web App,,2022-08-17 03:15:50,False,303,@Umararm94451642 @NShendre @BhallaArshiya AMIR KHAN WAS THE MAJOR STAKE HOLDER IN #PK - NO MINORITY STAKE HOLDER IN… https://t.co/Cp4zbATkFR,2,False
SikhariShambu,India,Twitter for Android,,2022-08-17 03:15:37,False,842,"#BoycottbollywoodForever
#BoycottVikramVedha
#KashmirFiles
#boycottLaalSinghChadha

Last night I saw Karthikeya 1 -… https://t.co/rNUCsTJR5Z",124,False
smitachoudhari6,,Twitter for Android,,2022-08-17 03:15:29,False,277,@kamaalrkhan But really wonder that why M bhai log didn't support #AamirKhan #LalSinghChadha in Gulf atleast as Ms… https://t.co/0bzET2F2tC,1,False
pardhesudesh,"Pune, IND",Twitter for iPhone,,2022-08-17 03:15:25,False,120,#BoycottbollywoodForever is good and it is showing the power of people. Public yeh samajh lo we need this against m… https://t.co/bWh7EPBxI8,1,False
Tinniz1,India/Australia/Mumbai🇮🇳🇭🇲,Twitter Web App,,2022-08-17 03:14:53,False,96,@ETimesLifestyle No one cares about the gyan Etimes lifestyle is peddling here! Bollygutterwood is being boycotted… https://t.co/KwZTzBaRlK,0,False
PratikDalal17,"Gandevi, India",Twitter for Android,,2022-08-17 03:14:23,False,1809,"That's the difference..!!!

#BoycottbollywoodForever https://t.co/r5AHBpwftX",5,False
VanshKa74296786,,Twitter for Android,,2022-08-17 03:14:19,False,1,#BoycottLalSinghChaddha sushant singh rajput ko Marva dia in bollywood mafias ne jise asli mai acting ati thi tum s… https://t.co/kT449VI7ds,1,False
IAmHinduHarish,"Rajasthan, India",Twitter for Android,,2022-08-17 03:12:49,False,114,"Boycott Bollywood...!!!🙏👍

#BoycottBrahmastra
#BoycottVikramVedha
#BoycottPathanMovie
#BoycottBollywood… https://t.co/6CJYbPTA1p",110,False
ImAtul_KT6,"Lucknow, India",Twitter for Android,,2022-08-17 03:12:41,True,707,#BoycottPathanMovie #BoycottLaalSinghChaddha #BoycottbollywoodForever the agenda of Khans of Bollywood. https://t.co/F2JO2GtMe3,1,False
Harsh_HN,"Delhi, India",Twitter for Android,,2022-08-17 03:11:55,True,776,#bollywood Must read . #BoycottbollywoodForever https://t.co/e9b0XTeARH,1,False
Sky24D,,Twitter for Android,,2022-08-17 03:11:33,False,19,"#BoycottbollywoodForever
#BoycottPathanMovie
#BoycottLiger 
This is not a telugu film.
It is a hindi film and produ… https://t.co/brQwCQsGXs",4,False
UmeshJa47446997,,Twitter for Android,,2022-08-17 03:11:33,False,5,"Boycot all those  brands who takes Taimur's ammi in there Advertisement
#BoycootKarinaKhan 
#BoycottNetmeds… https://t.co/P2cAmkv3ea",0,False
POULOMIBANDYOP3,,Twitter for Android,,2022-08-17 03:11:18,False,73,"Good Morning SSRians ❤️❤️
What Stopping CBI InSSRCase❓
#WeWantJusticeForSushantSinghRajput
#CBI302InSSRMurderCase… https://t.co/Gihsz6qRR9",52,False
prateek_pratham,"New Delhi, India",Twitter for Android,,2022-08-17 03:10:32,True,5,"#ArjunKapoor apko itni takleef kyu ho rhi h #BoycottbollywoodForever se. 
Apki movie toh koi wese bhi nhi dekhta😂.… https://t.co/JdepxBh0cv",1,False
ImAtul_KT6,"Lucknow, India",Twitter for Android,,2022-08-17 03:10:31,True,707,#BoycottPathanMovie #BoycottbollywoodForever why do they make shit while knowing that it'll be boycotted 🫣🤭😂,2,False
irajeshsir,Hindustan,Twitter for iPhone,,2022-08-17 03:09:02,True,70,"After 

#BoycottLalSinghChadha  #BoycottRakshaBandhanMovie
#BoycottbollywoodCompletely 
#BoycottbollywoodForever… https://t.co/v9oVfimOyO",1,False
SCV1983,MIRYALAGUDA,Twitter for Android,,2022-08-17 03:08:40,False,14,@Saffron_Sn Well... What ever they may try... If they are bullywood gang... WE ARE BOYCOTT GANG... LET'S SEE WHO WI… https://t.co/yDkFK6FQSH,2,False
kamesh2277,"Pune, India",Twitter for Android,,2022-08-17 03:08:23,False,2213,@DareDevil__Ank @OpIndia_in 🤣🤣 intelligent fellow 😅😅 #ArjunKapoor #BoycottbollywoodForever,0,False
Rajendh49791735,,Twitter for Android,,2022-08-17 03:08:00,False,4,@SureeSharma @Arnav__Raj #BoycottPathanMovie #BoycottVikramVedha #BoycottbollywoodForever #sharukhkhan he should fe… https://t.co/tEEUrw5F4i,1,False
NupurReal_,India,Twitter Web App,,2022-08-17 03:08:00,False,868,Loving Their Downfall. #BoycottPathanMovie #BoycottVikramVedha #BoycottbollywoodForever https://t.co/q825kIUtdU,304,False
Abhishe78915261,,Twitter for Android,,2022-08-17 03:06:20,False,48,"@rose_k01 @arjunk26 we dont want to watch your shitty movies, whether you unite or not
We have masterpieces from Ma… https://t.co/BhAa7KJpXO",1,False
M_T_6579,NO COUNTRY FOR HINDUS,Twitter for Android,,2022-08-17 03:05:13,True,260,"Excellent article by @SanjeevSanskrit &amp; @swati_gs a must read for everyone. Especially for flop, arrogant &amp; out of… https://t.co/IkqU8Xmsfh",3,False
truth_t4,"Mumbai, India",Twitter for Android,,2022-08-17 03:04:37,True,126,"#BoycottBollywood

Instead of pleading Citizens or Planning to make sensible Movies......

These Egoistic Celebrity… https://t.co/4r8ifjFiRQ",3,False
VanshKa74296786,,Twitter for Android,,2022-08-17 03:03:37,False,1,@HemangJangla @OpIndia_in Inko ab dikhana padega hum kon hai bas bahut karlia inhone we will boycott all their movi… https://t.co/fnReNS2xDp,3,False
IndiaFitt,,Twitter for iPhone,,2022-08-17 03:03:22,False,13,Powder of good content 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕🛕jai shree Krishna 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🛕🛕🛕🛕🛕… https://t.co/WqZGBsuPYs,1,False
vinayjha_jsr,,Twitter for Android,,2022-08-17 03:00:56,False,2008,It's worst to spend even single rupee and single minute for these useless bollywood bhands..who discourage real tal… https://t.co/x69BeWZJrO,0,False
VanshKa74296786,,Twitter for Android,,2022-08-17 03:00:55,False,1,@OpIndia_in Don't have any guts to speak on sushant singh rajput @arjunk26 you are completely spoiled brat of your… https://t.co/c739InUlmf,2,False
Koifaydanahihai,,Twitter Web App,,2022-08-17 03:00:28,False,2705,"@BiryaniPepsi Aish really these greats r just pathetic...
#BoycottPathanMovie #BoycottbollywoodForever",1,False
ThatsItF0lks,,Twitter for iPhone,,2022-08-17 02:58:22,False,229,@BOWorldwide Not interested!! #BoycottbollywoodForever nepo mania€s..!!,0,False
RameshM_FTFGC,Bharat,Twitter for Android,,2022-08-17 02:57:41,False,316,"Why you want to #BoycottbollywoodForever?
The Reason is.
A Guy from Pakistan supporting #Bollywood.

Is #Bollywood… https://t.co/Afa9bjraSv",0,False
ext_san,,Twitter Web App,,2022-08-17 02:56:48,False,303,"NEXT TREND ALERT - 
#BoycottBollywoodSponsoringBrands

Arjun Kapoor is angry with the boycott culture and wants to… https://t.co/L4ki8sQ8l6",26,False
the_vikram_,India,Twitter for Android,,2022-08-17 02:56:08,False,122,"@BOWorldwide @iHrithik @iamsrk @BeingSalmanKhan @akshaykumar #BoycottbollywoodForever they are not idols, they are ba*ta*ds.",0,False
kadam_balaji,Parbhani Maharashtra,Twitter Web App,,2022-08-17 02:56:08,True,394,Meanwhile clueless audience searching who is #ArjunKapoor ? And why he is upset about #BoycottbollywoodForever ?… https://t.co/KOVNxJGwWa,1,False
raashtravadi1,Bharath,Twitter Web App,,2022-08-17 02:55:58,False,1330,"Don't worry Taapsee, we will definitely put you and Anurag in the league of LSC. 
#BoycottDobaara… https://t.co/VSc7C56tBp",4,False
Shesh_73,Earth,Twitter for Android,,2022-08-17 02:54:12,False,4188,"@riowithhumanity The man who made it big on silver screen from a humble background with sheer hardwork, dedication… https://t.co/y3sY9V9wsG",4,False
AshuCrix,India,Twitter Web App,,2022-08-17 02:54:04,True,851,@BOWorldwide @iHrithik @iamsrk @BeingSalmanKhan @akshaykumar Ok so you want to trend #BoycottPathanMovie… https://t.co/7NOlDo78dw,1,False
itsS_Cube,"Malighati, Debra",Twitter for Android,,2022-08-17 02:53:09,False,463,"Now This is how, a couple need to announce their Pregnancy!!
Buttons open, Almost Naked.
Truly, they're not human,t… https://t.co/gB2TAOufT7",0,False
BrandAster,,Twitter for Android,,2022-08-17 02:51:35,False,170,"@BOWorldwide @iHrithik @iamsrk @BeingSalmanKhan @akshaykumar If I tell, bollywood films should not earn a single ru… https://t.co/ygIzju9Nr3",1,False
tejassutar99,"Maharashtra, India",Twitter for Android,,2022-08-17 02:50:48,False,361,"#VikramVedha
#HrithikRoshan
#BoycottVikramVedha
#BoycottbollywoodForever
#BoycottVikramVedha 
#Boycott #Roshan movi… https://t.co/BLZTIFIqbb",39,False
SomaDut96461948,At t glass door bet life n SSR,Twitter for Android,,2022-08-17 02:50:30,False,1323,"@DareDevil__Ank @SunitaVGangurde @OpIndia_in Accha hua. Bach Gaye hum aur iske nxt gen bhi...

#BoycottbollywoodForever",1,False
RAJU14120177,India ,Twitter for Android,,2022-08-17 02:50:10,False,50,"#Karthikeya2
#Karthikeya2Hindi

Full Show in Every city.😍😍

Shri Krishna 🚩

#BoycottPathanMovie
#BoycottVikramVedha… https://t.co/LhY3f9nGZz",14,False
VivaForever1989,"Cardiff, UK",Twitter for iPhone,,2022-08-17 02:49:28,True,68,@ErayCr #BoycottbollywoodForever #BoycottRakshaBandhanMovie #boycottLaalSinghChadha #BoycottBrahmastra… https://t.co/6NhhMVXhEx,0,False
2511_swati,"Ghaziabad, India",Twitter for Android,,2022-08-17 02:47:19,False,126,@sumitsaurabh Whose watching him... Already #BoycottbollywoodForever,1,False
MrKruFreak,,Twitter for Android,,2022-08-17 02:46:36,False,155,@KaminiBalsara Dunno how Arjun Kapoor affected by Boycott.... As it is no watched his movies even before the boycot… https://t.co/YFWwSvEHph,0,False
AshwinP54979339,"Texas, USA",Twitter for iPhone,,2022-08-17 02:46:26,False,189,"The puppets of #Bollywood - the actors are targeted, but what about the masters -“the source of crores of money(and… https://t.co/seTBfdS6Wd",0,False
nishitladha,Kolkata,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='5c0761bdffa0cb64', url='https://api.twitter.com/1.1/geo/id/5c0761bdffa0cb64.json', place_type='city', name='Pune', full_name='Pune, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[73.8031065, 18.4571648], [73.9656571, 18.4571648], [73.9656571, 18.5843633], [73.8031065, 18.5843633]]]), attributes={})",2022-08-17 02:45:35,True,77,Amir Khan cousin and daughter asking people not to destroy movie lal singh chaddha due to hate campaign. The idiots… https://t.co/aGyLsF41UD,1,False
its_ksaini,USA,Twitter for iPhone,,2022-08-17 02:44:02,False,882,"What Stopping CBI InSSRCase
#justiceforSushanthSinghRajput 
#BoycottbollywoodForever 

JUSTICE ⚖️⚖️FOR… https://t.co/mqhJ8Eljqr",66,False
LeenaSheeba,BORN IN SRIHARIKOTA  AP ISRO,Twitter for Android,,2022-08-17 02:43:04,True,820,CBI if you are still not answerable to public regarding SSR case  what do we expect frm our judiciary system? Whom… https://t.co/JwNVq8sC9P,30,False
kmpathak45,"Navi Mumbai, India",Twitter for Android,,2022-08-17 02:41:54,True,2616,Perfect case for #BoycottbollywoodForever https://t.co/0hCESOilhw,6,False
A____J________,indian ,Twitter for Android,,2022-08-17 02:41:41,True,18,"#Boycottpathaan
#BoycottbollywoodForever
            Again copy from Hollywood. https://t.co/6hIUEhf4ZN",0,False
i__ronny_,"Rae Bareily, India",Twitter for Android,,2022-08-17 02:41:03,True,7,"#BoycottbollywoodForever 
#BoycottArjunkapoor 
When Arjun Kapoor said he is very 
angry to seen this type of trend… https://t.co/cnRh80mPbu",11,False
mohit_coe,,Twitter for Android,,2022-08-17 02:40:52,True,1239,"After
#BoycottLalSinghChaddha ❌
#BoycottRakshaBandhanMovie ❌

Next
#BoycottVikramVedha ❌
#BoycottVikramVedha2022 ❌… https://t.co/UvIWAPsz91",1,False
snehaontop,,Twitter Web App,,2022-08-17 02:38:46,False,15,The Demise Of Bollywood https://t.co/Ef0YBVhZbP via @swarajyamag #BoycottbollywoodForever #AamirKhan,0,False
SomaDut96461948,At t glass door bet life n SSR,Twitter for Android,,2022-08-17 02:38:09,False,1323,"@SSRkaFan @MadhumitaroyC But yes, I'll keep fighting as I've promised Sushant to do so..… https://t.co/UvDVvbaAYI",0,False
mohit_coe,,Twitter for Android,,2022-08-17 02:36:01,True,1239,"After
#BoycottLalSinghChaddha ❌
#BoycottRakshaBandhanMovie ❌

Next
#BoycottVikramVedha ❌
#BoycottVikramVedha2022 ❌… https://t.co/TDt4WiqeYB",0,False
sunnyburmanind,,Twitter Web App,,2022-08-17 02:33:41,False,87,"#BoycottbollywoodForever
After #BoycottLalSinghChaddha 
trend making #AamirKhan film
#LalSinghChadha a big #Flop… https://t.co/E35HbdAJfQ",0,False
Ravisharma0070,"Hyderabad, India",Twitter for Android,,2022-08-17 02:32:45,False,3,"Idiots introducing and encouraging drugs, porn to the precious young souls. .#BoycottbollywoodForever",0,False
mohit_coe,,Twitter for Android,,2022-08-17 02:32:32,True,1239,"@FanOfDeepakBhai After
#BoycottLalSinghChaddha ❌
#BoycottRakshaBandhanMovie ❌

Next
#BoycottVikramVedha ❌… https://t.co/6DOcQQxZJx",0,False
DharmaKshetreh,,Twitter for iPhone,,2022-08-17 02:30:25,False,514,@startweet16 Bharat existed b4 j€haad!w00d n will exist without it . #BoycottPathanMovie #BoycottVikramVedha  #BoycottbollywoodForever,1,False
Brahmarshii,भारत,Twitter Web App,,2022-08-17 02:29:34,False,344,No-one spoke for The Kashmir Files from Urduwood. #BoycottbollywoodForever  #BoycottPathanMovie,0,False
K_tyaagii,,Twitter for Android,,2022-08-17 02:29:11,False,33,"Pic1 #TheKashmirFiles Hurts sentiments so must b boycotted by all
Pic 2 #PK Right to expression 
yahi Funda hai Arj… https://t.co/Wpwsh63bkT",83,False
LonelyStranger_,India,Twitter for Android,,2022-08-17 02:28:58,True,1008,"""Start respecting your Audience ""

Accept the fact that, hurting Hindu centiments won't be tolerated anymore.. 

Le… https://t.co/gtQRhIl5l1",0,False
amitagarwal78,India,Twitter Web App,,2022-08-17 02:27:17,True,142,There is intolerance..growing intolerance as per @srk. Fine let's be intolerant to his Pathetic upcoming movie.… https://t.co/FEHiMSLhJ1,0,False
tweetchirag13,,Twitter for iPhone,,2022-08-17 02:27:04,False,131,@arjunk26 @RuchikaaKapoor @amul_mohan @aseem_arora @FaridiAltamash @tanishkbagchi @balajimotionpic @TSeries… https://t.co/4Cn3xcIt6i,0,False
TheJokerBhai,,Twitter for Android,,2022-08-17 02:25:18,False,171,"#boycottkaranjohar 
#BoycottBrahmastra #BoycottLiger 
Public hai Sab jaanti hai KJO invested money but isn't presen… https://t.co/6Qlge5w0gT",13,False
nyalkalkars27,India,Twitter for iPhone,,2022-08-17 02:25:06,True,39,These idiot #arjunkapoor first of all don’t know how to act. no one watch his movies.Better he should shut his mout… https://t.co/wGCdwGVA9E,0,False
IF_Arman,"Delhi,India",Twitter for Android,,2022-08-17 02:23:44,True,268,After a HUGE SUCCESS of #BoycottLalSinghChaddha and #BoycottRakshaBandhanMovie now its time to focus on… https://t.co/poxppQg3fd,2,False
Romeeprajapati9,"Chennai, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000022ADC177070>, id='236fe7c43d9dc36d', url='https://api.twitter.com/1.1/geo/id/236fe7c43d9dc36d.json', place_type='city', name='Fort Tondiarpet', full_name='Fort Tondiarpet, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022ADC177070>, type='Polygon', coordinates=[[[80.242499, 13.0653565], [80.3058759, 13.0653565], [80.3058759, 13.1478063], [80.242499, 13.1478063]]]), attributes={})",2022-08-17 02:23:22,True,63,"We the PPL of India wre humble n polite b4, but ek baar humey jo chedta hain , hum unhe chodte nahi.. So guys with… https://t.co/oGp3lhGMmW",0,False
mkaila69,Bay Area,Twitter for Android,,2022-08-17 02:23:15,False,169,"@BesuraTaansane @suesproject now who will explain to Arjun Kapoor that, woh loh chup nahi rahe tabhi to movies boyc… https://t.co/ewOrxddLTU",0,False
Shikha560239812,,Twitter for iPhone,,2022-08-17 02:22:20,False,9,Arjun kapoor is angry on public of their boycott culture.                                              Public be li… https://t.co/yVQatzTkAX,6,False
mohit_coe,,Twitter for Android,,2022-08-17 02:20:50,True,1239,"After
#BoycottLalSinghChaddha ❌
#BoycottRakshaBandhanMovie ❌

Next
#BoycottBrahmastra ❌

#BoycottVikramVedha ❌… https://t.co/MGmS4BR4Hj",1,False
AKASHSH21924945,,Twitter for Android,,2022-08-17 02:20:37,False,11,Please guys just now we flopped Laal Singh Chaddha and Raksha Bandhan like that show again the power. This time it'… https://t.co/Xv4EmWCTYp,0,False
IF_Arman,"Delhi,India",Twitter for Android,,2022-08-17 02:18:59,True,268,@brahmatmajay Sir You asking for one valid reason I have thousands reasons to #BoycottbollywoodForever,0,False
amarhyb,"Bihar/ Hyderabad , India",Twitter for Android,,2022-08-17 02:18:51,False,58,"my  answer to those critics who says why u boycotykhans. When they can't respect the nation, my religion hinduism,… https://t.co/9rvmmMiypH",24,False
LASA__K,,Twitter Web App,,2022-08-17 02:17:27,False,77,"@TheBoycottBolly First of all he is the biggest joke...no looks, no acting skills and still he is a star. Seriously… https://t.co/V8fweFjyVv",0,False
Shikha560239812,,Twitter for iPhone,,2022-08-17 02:17:08,False,9,Arjun kapoor : we have showed decency.. now we have to speak..#BoycottBollywood #BoycottbollywoodForever https://t.co/IYYq0b6aKS,2,False
BhartiyaFirst,India,Twitter for iPhone,,2022-08-17 02:16:14,True,245,If you want to watch a #Movie just go for #Karthikeya2 and #BoycottbollywoodForever https://t.co/nXlGW9NexO,0,False
TomBhaiSSRian,𝙰𝚟𝚟𝚊𝚛𝚊 𝙱𝚒𝚕𝚕𝚊𝚑 𓃠,Twitter Web App,,2022-08-17 02:15:35,False,2224,@dg_ncb Why did Bollywood accuse SushantSinghRajput for drugs when Arjun Kapoor a product of nepotism of Bollywood… https://t.co/oAdVGA2mmO,45,False
Anjukumarmma,,Twitter for Android,,2022-08-17 02:14:30,False,204,"#BoycottPathanMovie
#BoycottbollywoodForever
#BoycottbollywoodCompletely
#BoycottPathaan

I request all the sanatan… https://t.co/6d0fQFsTPf",55,False
EssStock,Mumbai,Twitter for iPhone,,2022-08-17 02:13:37,False,78,Only way #ArjunKapoor can avoid #BoycottbollywoodForever #BoycottVikramVedha #BoycottPathanMovie is by doing flash mob at Gateway Of India.,1,False
ChakhnaTweets,,Twitter Web App,,2022-08-17 02:11:24,False,178,"@Batman_who_me Don't know but definitely a movie which ppl will proudly say... Bhai ajj tak nahi dekhi 

When bolly… https://t.co/E3shyIAme5",0,False
TomBhaiSSRian,𝙰𝚟𝚟𝚊𝚛𝚊 𝙱𝚒𝚕𝚕𝚊𝚑 𓃠,Twitter Web App,,2022-08-17 02:11:21,False,2224,"Good Morning☀️
👉🏿
What Stopping CBI InSSRCase
? 
June 2020:
Sushant Singh Rajput murdered
not a drug addict

SSRian… https://t.co/H3iUcKpyKS",93,False
